Отправление,Прибытие,Тип простоя,Модель вагона,День отправления (от начала расчета),День прибытия (от начала расчета),Количество,Цена порожнего пробега (за вагон),Код следующего заказa,Расчитанный тариф следующего заказа
770300,814903,P,2153,1,9.0,1,18394,302640_813835033004_0720,-
648908,814903,P,2049,1,10.0,1,17142,302640_813835033004_0720,-
648503,814903,P,2052,1,10.0,1,14570,302640_813835033004_0720,-
989205,988306,P,2043,0,5.0,1,4073,302196_812933780800_0720,-
989205,988306,P,2043,0,5.0,1,4073,302196_812933780800_0720,-
936903,883809,P,2070,0,11.0,1,31050,305747_821484947005_0720,-
936903,883809,P,2070,0,11.0,1,31050,305747_821484947005_0720,-
989205,932103,P,2043,0,15.0,1,29482,302201_812941937003_0721,-
989205,932103,P,2070,0,15.0,1,29482,302201_812941937003_0721,-
984502,946801,P,2061,0,14.0,1,50835,303139_830582944702_0721,-
984502,946801,P,2140,0,14.0,1,50835,303139_830582944702_0721,-
984502,946801,P,2062,0,14.0,1,50835,303442_815428944702_0721,-
984502,946801,P,2070,0,14.0,1,50835,303442_815428944702_0721,-
984502,946801,P,2070,0,14.0,1,50835,303933_830578944702_0721,-
984502,946801,P,2070,0,14.0,1,50835,303933_830578944702_0721,-
538708,644708,P,2061,1,12.0,1,31050,303953_816495253508_0721,-
648503,644708,P,2052,1,9.0,1,15812,303953_816495253508_0721,-
968209,935807,P,2070,0,14.0,1,31634,305105_818927936903_0721,-
983800,935807,P,2070,0,14.0,1,24228,305105_818927936903_0721,-
984502,946801,P,2070,0,14.0,1,50835,305170_830580944702_0721,-
984502,946801,P,2070,0,14.0,1,50835,305170_830580944702_0721,-
984502,946801,P,2070,0,14.0,1,50835,308267_830477944702_0721,-
984502,946801,P,2070,0,14.0,1,50835,308267_830477944702_0721,-
592204,16403,P,2052,1,13.0,1,50705,303546_815646018409_0721,-
234808,16403,P,2070,1,12.0,1,43470,303546_815646018409_0721,-
984502,946801,P,2070,0,14.0,1,50835,302577_813709942105_0721,-
984502,946801,P,2070,0,14.0,1,50835,302577_813709942105_0721,-
984502,946801,P,2070,0,14.0,1,50835,303071_814704942105_0721,-
984502,946801,P,2070,0,14.0,1,50835,303071_814704942105_0721,-
524000,644708,P,2070,1,11.0,1,25457,303953_816497654701_0721,-
524000,644708,P,2070,1,11.0,1,25457,303953_816497654701_0721,-
984502,946801,P,2070,0,14.0,1,50835,303964_830572942105_0721,-
984502,946801,P,2070,0,14.0,1,50835,303964_830572942105_0721,-
984502,946801,P,2070,0,14.0,1,50835,305149_819002942105_0721,-
984502,946801,P,2070,0,14.0,1,50835,305149_819002942105_0721,-
935506,806708,P,2135,0,15.0,1,51861,302191_830663770300_0721,-
709406,806708,P,2135,0,15.0,1,17768,302191_830663770300_0721,-
696303,806708,P,2135,0,14.0,1,20789,302191_830667828501_0721,-
932103,806708,P,2135,0,14.0,1,50835,302191_830667828501_0721,-
709406,806708,P,2070,0,15.0,1,17768,302191_830667828501_0721,-
709406,806708,P,2070,0,15.0,1,17768,302191_830667828501_0721,-
817507,601102,P,2061,1,11.0,1,18283,302220_812970199407_0721,-
817507,601102,P,2070,1,11.0,1,18283,302220_812970199407_0721,-
524000,601102,P,2052,1,9.0,1,19057,302220_812975644803_0721,-
850204,601102,P,2049,1,14.0,1,67050,302220_812975644803_0721,-
520808,596101,P,2052,1,9.0,1,22727,302224_812981657606_0721,-
510401,596101,P,2052,1,8.0,1,17254,302224_812981657606_0721,-
850204,596101,P,2052,1,15.0,1,50835,302224_812983300304_0721,-
790408,596101,P,2052,1,13.0,1,52857,302224_812983300304_0721,-
806803,596402,P,2052,1,11.0,1,20288,303543_815641657606_0721,-
435501,596402,P,2052,1,8.0,1,9072,303543_815641657606_0721,-
927105,652602,P,2134,0,15.0,1,58203,304715_818066248105_0721,-
927105,652602,P,2068,0,15.0,1,58203,304715_818066248105_0721,-
180608,250904,P,2153,1,10.0,1,15001,304760_818153220504_0721,-
180608,250904,P,2153,1,10.0,1,15001,304760_818153220504_0721,-
435501,438302,P,2052,1,8.0,1,9072,304806_818285511404_0721,-
655901,438302,P,2070,1,11.0,1,58086,304806_818285511404_0721,-
936903,850401,P,2070,0,12.0,1,38868,306035_822509892103_0721,-
936903,850401,P,2070,0,12.0,1,38868,306035_822509892103_0721,-
620207,438302,P,2070,1,9.0,1,19054,308116_829884511404_0721,-
620207,438302,P,2070,1,9.0,1,19054,308116_829884511404_0721,-
795401,601600,P,2070,1,12.0,1,31050,303117_814793644803_0721,-
638003,601600,P,2052,1,9.0,1,19054,303117_814793644803_0721,-
620207,601600,P,2052,1,8.0,1,10464,303117_814794252401_0721,-
620207,601600,P,2052,1,8.0,1,10464,303117_814794252401_0721,-
288901,611509,P,2070,1,14.0,1,55682,302648_813851542703_0721,-
288901,611509,P,2070,1,14.0,1,55682,302648_813851542703_0721,-
35508,611509,P,2070,1,13.0,1,47403,302648_813851542703_0721,-
817600,611509,P,2052,1,11.0,1,39425,302648_813851542703_0721,-
607908,611509,P,2070,1,8.0,1,15436,302648_813851542703_0721,-
607908,611509,P,2070,1,8.0,1,15436,302648_813851542703_0721,-
638003,618207,P,2061,1,9.0,1,21763,303115_814784544501_0721,-
638003,618207,P,2061,1,9.0,1,21763,303115_814784544501_0721,-
35508,618207,P,2052,1,14.0,1,50705,303115_814784544501_0721,-
18606,618207,P,2070,1,14.0,1,36273,303115_814784544501_0721,-
527008,618207,P,2136,1,10.0,1,23470,303115_814784544501_0721,-
927105,806708,P,2144,0,14.0,1,52306,302191_830658243607_0721,-
927105,806708,P,2144,0,14.0,1,52306,302191_830658243607_0721,-
713007,817102,P,2061,0,15.0,1,7403,302705_823165760506_0721,-
713007,817102,P,2140,0,15.0,1,7403,302705_823165760506_0721,-
620207,513109,P,2061,1,9.0,1,21763,303965_830557644004_0721,-
194403,513109,P,2145,1,9.0,1,19057,303965_830557644004_0721,-
984502,946801,P,2070,0,14.0,1,50835,303970_816559930108_0721,-
984502,946801,P,2043,0,14.0,1,50835,303970_816559930108_0721,-
266601,526005,P,2070,1,12.0,1,24900,304357_817317657705_0721,-
532909,526005,P,2052,1,8.0,1,9636,304357_817317657705_0721,-
817600,611903,P,2070,1,11.0,1,39425,304807_830271262009_0721,-
817600,611903,P,2070,1,11.0,1,39425,304807_830271262009_0721,-
984502,946801,P,2043,0,14.0,1,50835,305163_819040932809_0721,-
984502,946801,P,2071,0,14.0,1,50835,305163_819040932809_0721,-
814104,439305,P,2041,1,12.0,1,38473,303450_815442251305_0721,-
520901,439305,P,2164,1,9.0,1,26679,303450_815442251305_0721,-
817600,610506,P,2070,1,11.0,1,39425,303935_816466659006_0721,-
607908,610506,P,2052,1,8.0,1,15436,303935_816466659006_0721,-
607908,610506,P,2052,1,8.0,1,15436,303935_816466659006_0721,-
871107,282002,P,2052,1,14.0,1,67050,305139_818977769407_0721,-
775408,282002,P,2052,1,11.0,1,35640,305139_818977769407_0721,-
840005,601600,P,2052,1,14.0,1,69110,303117_814791199407_0721,-
853109,601600,P,2052,1,14.0,1,67050,303117_814791199407_0721,-
780707,302304,P,2070,1,11.0,1,37551,303091_814750638003_0721,-
795401,302304,P,2043,1,11.0,1,28161,303091_814750638003_0721,-
798005,280904,P,2043,1,13.0,1,54416,303983_816600245709_0721,-
840005,280904,P,2070,1,14.0,1,60854,303983_816600245709_0721,-
663503,806708,P,2061,0,15.0,1,24077,302191_830659850308_0721,-
927105,806708,P,2068,0,14.0,1,52306,302191_830659850308_0721,-
927105,806708,P,2041,0,14.0,1,52306,302191_830661225902_0721,-
927105,806708,P,2041,0,14.0,1,52306,302191_830661225902_0721,-
927105,806708,P,2041,0,14.0,1,52306,302191_830666592401_0721,-
927105,806708,P,2137,0,14.0,1,52306,302191_830666592401_0721,-
607908,601102,P,2052,1,7.0,1,7774,302220_812976780603_0721,-
607908,601102,P,2052,1,7.0,1,7774,302220_812976780603_0721,-
713007,817102,P,2043,0,15.0,1,7403,303866_825851244208_0721,-
713007,817102,P,2043,0,15.0,1,7403,303866_825851244208_0721,-
180608,32406,P,2144,1,9.0,1,16234,304395_817402581106_0721,-
297703,601600,P,2135,1,10.0,1,17142,303117_814792780603_0721,-
180608,601600,P,2144,1,10.0,1,10496,303117_814792780603_0721,-
798202,601600,P,2070,1,15.0,1,60854,303117_814797800205_0721,-
798202,601600,P,2070,1,15.0,1,60854,303117_814797800205_0721,-
318609,290009,P,2052,1,10.0,1,26599,303456_815462648400_0721,-
300107,290009,P,2043,1,8.0,1,15436,303456_815462648400_0721,-
305100,290009,P,2043,1,9.0,1,25758,303456_815462648400_0721,-
288009,290009,P,2052,1,10.0,1,35640,303456_815462648400_0721,-
696102,806708,P,2070,0,14.0,1,15342,302191_830671883809_0721,-
677205,806708,P,2052,0,14.0,1,15342,302191_830671883809_0721,-
936903,800402,P,2070,0,15.0,1,59674,302230_812999883809_0721,-
936903,800402,P,2070,0,15.0,1,59674,302230_812999883809_0721,-
989205,926403,P,2070,0,15.0,1,29482,302574_813699935506_0721,-
989205,926403,P,2068,0,15.0,1,29482,302574_813699935506_0721,-
530000,526700,P,2052,1,8.0,1,13367,302673_813912269601_0721,-
520901,526700,P,2043,1,8.0,1,14405,302673_813912269601_0721,-
520901,526700,P,2070,1,8.0,1,14405,302673_813913297703_0721,-
520901,526700,P,2070,1,8.0,1,14405,302673_813913297703_0721,-
767308,596402,P,2070,1,12.0,1,43470,303543_815634817507_0721,-
289001,596402,P,2052,1,14.0,1,59389,303543_815634817507_0721,-
305100,592204,P,2070,1,9.0,1,22688,303863_816263402000_0721,-
305100,592204,P,2070,1,9.0,1,22688,303863_816263402000_0721,-
33004,592204,P,2070,1,11.0,1,52510,303863_816263402000_0721,-
713007,817102,P,2052,0,15.0,1,7403,303866_825853284101_0721,-
713007,817102,P,2052,0,15.0,1,7403,303866_825853284101_0721,-
713007,817102,P,2052,0,15.0,1,7403,303866_825854237609_0721,-
713007,817102,P,2052,0,15.0,1,7403,303866_825854237609_0721,-
305100,596309,P,2052,1,9.0,1,25758,304771_818189817507_0721,-
305100,596309,P,2052,1,9.0,1,25758,304771_818189817507_0721,-
242109,21806,P,2153,1,11.0,1,31948,305180_819086192906_0721,-
200905,21806,P,2135,1,12.0,1,19195,305180_819086192906_0721,-
989205,932103,P,2140,0,15.0,1,29482,306707_824627834108_0721,-
989205,932103,P,2158,0,15.0,1,29482,306707_824627834108_0721,-
237908,190205,P,2052,1,8.0,1,6451,307630_827613792102_0721,-
237908,190205,P,2052,1,8.0,1,6451,307630_827613792102_0721,-
512708,225300,P,2044,1,9.0,1,23802,305364_819913780302_0721,-
520901,225300,P,2068,1,10.0,1,30779,305364_819913780302_0721,-
157705,102901,P,2140,1,11.0,1,15054,301659_811179194507_0721,-
157705,102901,P,2043,1,11.0,1,15054,301659_811179194507_0721,-
927105,806708,P,2146,0,14.0,1,52306,302191_830665521001_0721,-
927105,806708,P,2146,0,14.0,1,52306,302191_830665521001_0721,-
35809,596101,P,2049,1,12.0,1,55325,302224_812982790408_0721,-
33004,596101,P,2070,1,12.0,1,55325,302224_812982790408_0721,-
890004,637104,P,2052,1,14.0,1,67050,302584_813716035508_0721,-
892103,637104,P,2059,1,14.0,1,67050,302584_813716035508_0721,-
10604,70709,P,2052,1,10.0,1,21594,302666_813895524000_0721,-
33004,70709,P,2070,1,9.0,1,9072,302666_813895524000_0721,-
157705,100001,P,2164,1,11.0,1,15054,303513_825987180504_0721,-
33004,100001,P,2070,1,13.0,1,36448,303513_825987180504_0721,-
35809,36801,P,2068,2,8.0,1,477,303956_816503780603_0721,-
35809,36801,P,2068,2,8.0,1,477,303956_816503780603_0721,-
35809,36801,P,2164,2,8.0,1,477,303956_816503780603_0721,-
891401,635306,P,2052,1,14.0,1,61166,304708_818042850204_0721,-
891401,635306,P,2140,1,14.0,1,61166,304708_818042850204_0721,-
936903,843408,P,2164,0,12.0,1,44938,305462_820268933801_0721,-
936903,843408,P,2164,0,12.0,1,44938,305462_820268933801_0721,-
936903,843408,P,2164,0,12.0,1,44938,305462_820268933801_0721,-
936903,843408,P,2164,0,12.0,1,44938,305462_820268933801_0721,-
936903,843408,P,2164,0,12.0,1,44938,305462_820268933801_0721,-
936903,843408,P,2164,0,12.0,1,44938,305462_820268933801_0721,-
936903,843408,P,2164,0,12.0,1,44938,305462_820268933801_0721,-
936903,843408,P,2164,0,12.0,1,44938,305462_820268933801_0721,-
936903,843408,P,2164,0,12.0,1,44938,305462_820268933801_0721,-
936903,843408,P,2164,0,12.0,1,44938,305462_820268933801_0721,-
936903,843408,P,2164,0,12.0,1,44938,305462_820268933801_0721,-
927105,654701,P,2164,0,14.0,1,55248,306493_824123673806_0721,-
927105,654701,P,2164,0,14.0,1,55248,306493_824123673806_0721,-
33004,625200,P,2070,1,13.0,1,69840,295565_821944035601_0721,-
33004,625200,P,2070,1,13.0,1,69840,295565_821944035601_0721,-
989205,932103,P,2061,0,15.0,1,29482,302201_812940950008_0721,-
989205,932103,P,2061,0,15.0,1,29482,302201_812940950008_0721,-
970302,924605,P,2052,0,14.0,1,21606,302277_813102775408_0721,-
970302,924605,P,2052,0,14.0,1,21606,302277_813102775408_0721,-
774706,248504,P,2052,1,10.0,1,35173,303010_814607890907_0721,-
33004,248504,P,2052,1,12.0,1,55325,303010_814607890907_0721,-
33004,248504,P,2052,1,12.0,1,55325,303010_814608840109_0721,-
35809,248504,P,2043,1,12.0,1,55325,303010_814608840109_0721,-
696206,805707,P,2062,0,14.0,1,13738,303883_829229696206_0721,-
696206,805707,P,2062,0,14.0,1,13738,303883_829229696206_0721,-
927105,805707,P,2164,0,14.0,1,52306,303883_829229696206_0721,-
927105,805707,P,2164,0,14.0,1,52306,303883_829229696206_0721,-
927105,805707,P,2164,0,14.0,1,52306,303883_829229696206_0721,-
927105,805707,P,2164,0,14.0,1,52306,303883_829229696206_0721,-
989205,926403,P,2068,0,15.0,1,29482,303919_816399946801_0721,-
989205,926403,P,2164,0,15.0,1,29482,303919_816399946801_0721,-
989205,926403,P,2050,0,15.0,1,29482,303919_816399946801_0721,-
989205,926403,P,2061,0,15.0,1,29482,303919_816399946801_0721,-
520901,525801,P,2070,1,7.0,1,5362,301852_829033770103_0721,-
520901,525801,P,2070,1,7.0,1,5362,301852_829033770103_0721,-
520901,525801,P,2070,1,7.0,1,5362,301852_829033770103_0721,-
524404,525801,P,2070,1,6.0,1,1892,301852_829033770103_0721,-
520901,525801,P,2067,1,7.0,1,5362,301852_829033770103_0721,-
520901,525801,P,2052,1,7.0,1,5362,301852_829033770103_0721,-
520901,525801,P,2052,1,7.0,1,5362,301852_829033770103_0721,-
35809,612003,P,2043,1,13.0,1,69840,302677_825804797303_0721,-
35809,612003,P,2070,1,13.0,1,69840,302677_825804797303_0721,-
35809,284008,P,2070,1,11.0,1,52510,305103_818919820001_0721,-
35809,284008,P,2070,1,11.0,1,52510,305103_818919820001_0721,-
936903,852106,P,2164,0,13.0,1,39942,302697_813959946801_0721,-
936903,852106,P,2164,0,13.0,1,39942,302697_813959946801_0721,-
936903,852106,P,2164,0,13.0,1,39942,302697_813959946801_0721,-
35809,434602,P,2070,1,13.0,1,61394,303531_815614184100_0721,-
607607,434602,P,2070,1,9.0,1,13610,303531_815614184100_0721,-
713007,817102,P,2164,0,15.0,1,7403,303866_825849033502_0721,-
713007,817102,P,2070,0,15.0,1,7403,303866_825849033502_0721,-
547001,581407,P,2070,0,14.0,1,16033,304292_829030851207_0721,-
548305,581407,P,2052,0,15.0,1,56692,304292_829030851207_0721,-
936903,871200,P,2070,0,12.0,1,37755,306153_822885840005_0721,-
936903,871200,P,2070,0,12.0,1,37755,306153_822885840005_0721,-
936903,871200,P,2070,0,12.0,1,37755,306153_822885840005_0721,-
936903,871200,P,2070,0,12.0,1,37755,306153_822885840005_0721,-
927105,654701,P,2146,0,14.0,1,55248,306445_824001932902_0721,-
927105,654701,P,2146,0,14.0,1,55248,306445_824001932902_0721,-
520901,198508,P,2140,1,12.0,1,37551,303946_825904850204_0721,-
795401,198508,P,2044,1,12.0,1,29764,303946_825904850204_0721,-
607607,612003,P,2070,1,8.0,1,11026,302677_813923799309_0721,-
33004,612003,P,2094,1,13.0,1,69840,302677_813923799309_0721,-
795401,290009,P,2070,1,12.0,1,33859,304686_818003094309_0721,-
780800,290009,P,2070,1,12.0,1,45214,304686_818003094309_0721,-
795401,290009,P,2070,1,12.0,1,33859,304686_818003094309_0721,-
795401,290009,P,2070,1,12.0,1,33859,304686_818003094309_0721,-
607607,601102,P,2052,1,7.0,1,4519,302220_812974888201_0721,-
237908,601102,P,2070,1,10.0,1,18506,302220_812974888201_0721,-
237908,70709,P,2070,1,9.0,1,30943,302666_813896853109_0721,-
237908,70709,P,2061,1,9.0,1,30943,302666_813896853109_0721,-
546704,438406,P,2164,0,15.0,1,61945,302688_813943511404_0721,-
547001,438406,P,2059,0,15.0,1,17803,302688_813943511404_0721,-
35809,33409,P,2052,1,7.0,1,757,303097_814757853109_0721,-
35809,33409,P,2052,1,7.0,1,757,303097_814757853109_0721,-
35809,33409,P,2052,1,7.0,1,757,303097_814757853109_0721,-
35809,20502,P,2043,1,8.0,1,5530,303911_816385850204_0721,-
35809,20502,P,2070,1,8.0,1,5530,303911_816385850204_0721,-
927105,654307,P,2164,0,15.0,1,56732,304312_825272485604_0721,-
927105,654307,P,2053,0,15.0,1,56732,304312_825272485604_0721,-
611405,32406,P,2135,1,12.0,1,45214,304395_817400853109_0721,-
205307,32406,P,2144,1,10.0,1,31948,304395_817400853109_0721,-
780302,282002,P,2153,1,10.0,1,33117,305139_818976096605_0721,-
288308,282002,P,2153,1,8.0,1,17254,305139_818976096605_0721,-
816203,601600,P,2137,1,11.0,1,28161,303117_814795888201_0721,-
520901,601600,P,2052,1,10.0,1,29926,303117_814795888201_0721,-
800101,769604,P,2068,1,9.0,1,21002,302678_813924440503_0721,-
790408,769604,P,2164,1,9.0,1,22727,302678_813924440503_0721,-
761405,769604,P,2155,1,7.0,1,8367,302678_813924440503_0721,-
780302,769604,P,2059,1,8.0,1,15436,302678_813924440503_0721,-
35809,30107,P,2070,1,7.0,1,2481,303493_815546890108_0721,-
35809,30107,P,2070,1,7.0,1,2481,303493_815546890108_0721,-
35809,30107,P,2070,1,7.0,1,2481,303493_815546890108_0721,-
891401,644606,P,2164,1,14.0,1,61166,304739_818109930004_0721,-
891401,644606,P,2061,1,14.0,1,61166,304739_818109930004_0721,-
927105,806708,P,2153,0,14.0,1,52306,305099_818908713100_0721,-
927105,806708,P,2153,0,14.0,1,52306,305099_818908713100_0721,-
936903,844307,P,2070,0,13.0,1,42473,307876_828975805302_0721,-
936903,844307,P,2070,0,13.0,1,42473,307876_828975805302_0721,-
644004,193805,P,2153,1,10.0,1,12030,302253_826993890004_0721,-
531304,193805,P,2135,1,12.0,1,31544,302253_826993890004_0721,-
531304,193805,P,2135,1,12.0,1,31544,302253_826993890004_0721,-
520901,193805,P,2062,1,12.0,1,35640,304722_827005890004_0721,-
520901,193805,P,2146,1,12.0,1,35640,304722_827005890004_0721,-
520901,193805,P,2146,1,12.0,1,35640,304722_827005890004_0721,-
927105,814903,P,2146,0,15.0,1,25431,301831_811989613608_0721,-
927105,814903,P,2146,0,15.0,1,25431,301831_811989613608_0721,-
927105,814903,P,2146,0,15.0,1,25431,301831_811989613608_0721,-
927105,814903,P,2146,0,15.0,1,25431,301831_811989613608_0721,-
970302,930305,P,2052,0,14.0,1,21606,303522_815595892103_0721,-
917207,930305,P,2043,0,14.0,1,27989,303522_815595892103_0721,-
547001,581407,P,2068,0,14.0,1,16033,304766_818168926403_0721,-
546302,581407,P,2068,0,14.0,1,33315,304766_818168926403_0721,-
936903,840109,P,2070,0,13.0,1,41453,305474_820343933801_0721,-
936903,840109,P,2070,0,13.0,1,41453,305474_820343933801_0721,-
936903,840109,P,2070,0,13.0,1,41453,305474_820343933801_0721,-
936903,840109,P,2070,0,13.0,1,41453,305474_820343933801_0721,-
936903,840109,P,2070,0,13.0,1,41453,305474_820343933801_0721,-
936903,840109,P,2070,0,13.0,1,41453,305474_820343933801_0721,-
936903,844307,P,2070,0,13.0,1,42473,307876_828972933801_0721,-
936903,844307,P,2070,0,13.0,1,42473,307876_828972933801_0721,-
927105,814903,P,2153,0,15.0,1,25431,302640_813833520901_0721,-
927105,814903,P,2153,0,15.0,1,25431,302640_813833520901_0721,-
927105,814903,P,2153,0,15.0,1,25431,302640_813833520901_0721,-
927105,814903,P,2153,0,15.0,1,25431,302640_813833520901_0721,-
927105,814903,P,2135,0,15.0,1,25431,302640_813833520901_0721,-
927105,814903,P,2135,0,15.0,1,25431,302640_813833520901_0721,-
927105,814903,P,2135,0,15.0,1,25431,302640_813833520901_0721,-
927105,814903,P,2135,0,15.0,1,25431,302640_813833520901_0721,-
927105,814903,P,2135,0,15.0,1,25431,302640_813833520901_0721,-
927105,814903,P,2135,0,15.0,1,25431,302640_813833520901_0721,-
927105,814903,P,2162,0,15.0,1,25431,302640_813833520901_0721,-
520901,264004,P,2070,1,11.0,1,41670,303434_815414673806_0721,-
520901,264004,P,2070,1,11.0,1,41670,303434_815414673806_0721,-
927105,648109,P,2053,0,15.0,1,61145,303899_816358946208_0721,-
927105,648109,P,2062,0,15.0,1,61145,303899_816358946208_0721,-
936903,845403,P,2135,0,14.0,1,43467,305114_818936225902_0721,-
890108,845403,P,2153,0,9.0,1,29926,305114_818936225902_0721,-
942105,845403,P,2141,0,13.0,1,67050,305114_818936225902_0721,-
716607,845403,P,2153,0,14.0,1,14741,305114_818936225902_0721,-
936903,845403,P,2141,0,14.0,1,43467,305114_818936225902_0721,-
936903,845403,P,2141,0,14.0,1,43467,305114_818936225902_0721,-
936903,845403,P,2159,0,14.0,1,43467,305114_818936225902_0721,-
936903,845403,P,2070,0,14.0,1,43467,305114_818936225902_0721,-
936903,845403,P,2070,0,14.0,1,43467,305114_818936225902_0721,-
936903,837002,P,2070,0,13.0,1,44938,305621_821013933801_0721,-
936903,837002,P,2070,0,13.0,1,44938,305621_821013933801_0721,-
936903,837002,P,2070,0,13.0,1,44938,305621_821013933801_0721,-
936903,837002,P,2070,0,13.0,1,44938,305621_821013933801_0721,-
936903,837002,P,2070,0,13.0,1,44938,305621_821013933801_0721,-
936903,837002,P,2070,0,13.0,1,44938,305621_821013933801_0721,-
936903,837002,P,2070,0,13.0,1,44938,305621_821013933801_0721,-
936903,837002,P,2070,0,13.0,1,44938,305621_821013933801_0721,-
936903,837002,P,2070,0,13.0,1,44938,305621_821013933801_0721,-
936903,837002,P,2070,0,13.0,1,44938,305621_821013933801_0721,-
936903,836103,P,2070,0,12.0,1,44938,305944_822180933801_0721,-
936903,836103,P,2070,0,12.0,1,44938,305944_822180933801_0721,-
927105,654701,P,2155,0,14.0,1,55248,306493_824122703908_0721,-
927105,654701,P,2155,0,14.0,1,55248,306493_824122703908_0721,-
927105,654701,P,2071,0,14.0,1,55248,306493_824122703908_0721,-
936903,846001,P,2070,0,13.0,1,42473,302631_813815648503_0721,-
936903,846001,P,2070,0,13.0,1,42473,302631_813815648503_0721,-
35809,32406,P,2061,1,7.0,1,1430,304395_817398680509_0721,-
245709,32406,P,2070,1,10.0,1,31948,304395_817398680509_0721,-
245709,32406,P,2070,1,10.0,1,31948,304395_817398680509_0721,-
245709,32406,P,2061,1,10.0,1,31948,304395_817398680509_0721,-
230506,32406,P,2070,1,11.0,1,23470,304395_817398680509_0721,-
230506,32406,P,2070,1,11.0,1,23470,304395_817398680509_0721,-
18409,32406,P,2070,1,11.0,1,33915,304395_817398680509_0721,-
18606,32406,P,2163,1,11.0,1,33915,304395_817398680509_0721,-
936903,850505,P,2070,0,12.0,1,38868,306151_822882934908_0721,-
936903,850505,P,2070,0,12.0,1,38868,306151_822882934908_0721,-
936903,853005,P,2070,0,12.0,1,39942,306158_822893253207_0721,-
936903,853005,P,2070,0,12.0,1,39942,306158_822893253207_0721,-
936903,853005,P,2070,0,12.0,1,39942,306158_822893253207_0721,-
936903,853005,P,2070,0,12.0,1,39942,306158_822893253207_0721,-
850204,280904,P,2070,1,14.0,1,58034,303983_816604547001_0721,-
798202,280904,P,2070,1,13.0,1,52857,303983_816604547001_0721,-
927105,653003,P,2140,0,15.0,1,58203,303927_816443290206_0721,-
927105,653003,P,2140,0,15.0,1,58203,303927_816443290206_0721,-
936903,800402,P,2070,0,15.0,1,59674,303947_816483970406_0721,-
936903,800402,P,2070,0,15.0,1,59674,303947_816483970406_0721,-
936903,844307,P,2070,0,13.0,1,42473,307876_828974275704_0721,-
936903,844307,P,2070,0,13.0,1,42473,307876_828974275704_0721,-
795401,233400,P,2052,1,11.0,1,28161,302233_821930722203_0721,-
648400,233400,P,2052,1,9.0,1,19905,302233_821930722203_0721,-
520901,233400,P,2071,1,10.0,1,35640,302233_821930722203_0721,-
230506,73406,P,2061,1,10.0,1,25752,303547_815647144508_0721,-
35508,73406,P,2070,1,8.0,1,4379,303547_815647144508_0721,-
936903,882506,P,2070,0,11.0,1,35052,304678_817989722203_0721,-
936903,882506,P,2070,0,11.0,1,35052,304678_817989722203_0721,-
936903,882506,P,2070,0,11.0,1,35052,304678_817989722203_0721,-
927105,655206,P,2140,0,15.0,1,56732,306769_826767971907_0721,-
927105,655206,P,2071,0,15.0,1,56732,306769_826767971907_0721,-
510505,528801,P,2070,1,9.0,1,8972,307988_829418722504_0721,-
516200,528801,P,2070,1,7.0,1,5208,307988_829418722504_0721,-
516200,528801,P,2070,1,7.0,1,5208,307988_829418722504_0721,-
520808,528801,P,2070,1,7.0,1,6809,307988_829418722504_0721,-
521406,528801,P,2070,1,7.0,1,7900,307988_829418722504_0721,-
610205,528801,P,2163,1,9.0,1,22727,307988_829418722504_0721,-
617806,528801,P,2070,1,10.0,1,29926,307988_829418722504_0721,-
617806,528801,P,2070,1,10.0,1,29926,307988_829418722504_0721,-
617806,528801,P,2070,1,10.0,1,29926,307988_829418722504_0721,-
617806,528801,P,2070,1,10.0,1,29926,307988_829418722504_0721,-
617806,528801,P,2070,1,10.0,1,29926,307988_829418722504_0721,-
617806,528801,P,2070,1,10.0,1,29926,307988_829418722504_0721,-
617806,528801,P,2070,1,10.0,1,29926,307988_829418722504_0721,-
617806,528801,P,2070,1,10.0,1,29926,307988_829418722504_0721,-
617806,528801,P,2070,1,10.0,1,29926,307988_829418722504_0721,-
617806,528801,P,2070,1,10.0,1,29926,307988_829418722504_0721,-
936903,895101,P,2164,0,10.0,1,25457,305688_825497722203_0721,-
936903,895101,P,2164,0,10.0,1,25457,305688_825497722203_0721,-
250001,280904,P,2070,1,9.0,1,26679,303983_816603704309_0721,-
250001,280904,P,2070,1,9.0,1,26679,303983_816603704309_0721,-
35809,32105,P,2052,1,7.0,1,2481,306667_824535960103_0721,-
35809,32105,P,2052,1,7.0,1,2481,306667_824535960103_0721,-
35809,32105,P,2052,1,7.0,1,2481,306667_824535960103_0721,-
850204,302304,P,2155,1,14.0,1,64972,302600_813748700308_0721,-
850204,302304,P,2070,1,14.0,1,64972,302600_813748700308_0721,-
989205,954704,P,2155,0,9.0,1,14968,303888_816332793209_0721,-
927105,653003,P,2052,0,15.0,1,58203,303927_816434074803_0721,-
927105,653003,P,2052,0,15.0,1,58203,303927_816434074803_0721,-
862502,220504,P,2144,1,15.0,1,52306,303469_826932980605_0721,-
532805,220504,P,2135,1,11.0,1,33235,303469_826932980605_0721,-
520901,220504,P,2135,1,10.0,1,33117,303469_826932980605_0721,-
607607,220504,P,2164,1,9.0,1,8972,303952_826928980605_0721,-
607607,220504,P,2164,1,9.0,1,8972,303952_826928980605_0721,-
780800,280904,P,2154,1,10.0,1,29926,303983_816608722203_0721,-
275300,280904,P,2070,1,8.0,1,17254,303983_816608722203_0721,-
